"","state","bill","issue","status","index","seen","status_occurrence","state_code","region","division"
"266","Kansas","SB 255","School Facilities Bans","Advancing",263,1,"status","KS","Midwest","West North Central"
"267","Kansas",NA,NA,"Committee hearing, 03/22/2023",263,1,"status_details_1","KS","Midwest","West North Central"
"268","Kentucky",NA,NA,"Dead, 03/30/2023",265,1,"status_details_1","KY","South","East South Central"
"269","Kentucky",NA,NA,"Dead, 03/30/2023",269,1,"status_details_1","KY","South","East South Central"
"270","Kentucky","HB 58","Weakening Civil Rights Laws","Defeated",267,1,"status","KY","South","East South Central"
"271","Kentucky",NA,NA,"Dead, 03/30/2023",267,1,"status_details_1","KY","South","East South Central"
"272","Kentucky","HB 30","Restricting Student & Educator Rights","Defeated",269,1,"status","KY","South","East South Central"
"273","Kentucky",NA,NA,"Dead, 03/30/2023",273,1,"status_details_1","KY","South","East South Central"
"274","Kentucky","HB 173","Restricting Student & Educator Rights","Defeated",271,1,"status","KY","South","East South Central"
"275","Kentucky",NA,NA,"Withdrawn, 03/13/2023",271,1,"status_details_1","KY","South","East South Central"
"276","Kentucky","HB 177","Restricting Student & Educator Rights","Defeated",273,1,"status","KY","South","East South Central"
"277","Kentucky","HB 120","Healthcare Restrictions","Defeated",265,1,"status","KY","South","East South Central"
"278","Kentucky",NA,NA,"View case info",277,1,"status_details_2","KY","South","East South Central"
"279","Kentucky",NA,NA," IN COURT",277,1,"status_details_3","KY","South","East South Central"
"280","Kentucky","SB 115","Free Speech & Expression Bans","Defeated",281,1,"status","KY","South","East South Central"
"281","Kentucky",NA,NA,"Dead, 03/30/2023",281,1,"status_details_1","KY","South","East South Central"
"282","Kentucky","SB 145","Restricting Student & Educator Rights","Passed into Law",283,1,"status","KY","South","East South Central"
"283","Kentucky",NA,NA,"Governor signed, 03/24/2023",283,1,"status_details_1","KY","South","East South Central"
"284","Kentucky","HB 470","Healthcare Restrictions","Defeated",285,1,"status","KY","South","East South Central"
"285","Kentucky",NA,"Restricting Student & Educator Rights","Dead, 03/30/2023",285,1,"status_details_1","KY","South","East South Central"
"286","Kentucky",NA,"Barriers To Accurate IDs",NA,285,1,"status_details_2","KY","South","East South Central"
"287","Kentucky","HB 585","Barriers To Accurate IDs","Defeated",288,1,"status","KY","South","East South Central"
"288","Kentucky",NA,NA,"Dead, 03/30/2023",288,1,"status_details_1","KY","South","East South Central"
"289","Kentucky",NA,NA,"Dead, 03/30/2023",275,1,"status_details_1","KY","South","East South Central"
"290","Kentucky","SB 150","Healthcare Restrictions","Passed into Law",277,1,"status","KY","South","East South Central"
"291","Kentucky",NA,"Restricting Student & Educator Rights","Governor veto overridden, 03/29/2023",277,1,"status_details_1","KY","South","East South Central"
"292","Kentucky","SB 102","Restricting Student & Educator Rights","Defeated",275,1,"status","KY","South","East South Central"
"293","Louisiana",NA,NA,"Governor vetoed; House veto override failed, 07/18/2023",292,1,"status_details_1","LA","South","West South Central"
"294","Louisiana","i",NA,"Substituted for HB 648, 05/04/2023",295,1,"status","LA","South","West South Central"
"295","Louisiana","HB 648","Healthcare Restrictions","Passed into Law",296,1,"status","LA","South","West South Central"
"296","Louisiana","i",NA,"House and Senate override of Governor veto, 07/18/2023",297,1,"status","LA","South","West South Central"
"297","Louisiana","HB 463","Healthcare Restrictions","Advancing",294,1,"status","LA","South","West South Central"
"298","Louisiana","HB 81","Restricting Student & Educator Rights","Defeated",290,1,"status","LA","South","West South Central"
"299","Louisiana",NA,NA,"Governor vetoed 6/28/23; House veto override failed, 07/18/2023",290,1,"status_details_1","LA","South","West South Central"
"300","Louisiana","HB 466","Restricting Student & Educator Rights","Defeated",292,1,"status","LA","South","West South Central"
"301","Maine","LD 678","Other School Restrictions","Introduced",298,1,"status","ME","Northeast","New England"
"302","Maine",NA,NA,"Carried over, 01/03/2024",298,1,"status_details_1","ME","Northeast","New England"
"303","Maine","LD 930","School Sports Bans","Introduced",300,1,"status","ME","Northeast","New England"
"304","Maine",NA,NA,"Carried over, 01/03/2024",300,1,"status_details_1","ME","Northeast","New England"
"305","Maryland","HB 359","Restricting Student & Educator Rights","Defeated",302,1,"status","MD","South","South Atlantic"
"306","Maryland",NA,NA,"Unfavorable committee report, 02/20/2023",302,1,"status_details_1","MD","South","South Atlantic"
"307","Massachusetts","H 458","Curriculum Censorship","Advancing",306,1,"status","MA","Northeast","New England"
"308","Massachusetts","H 509","Curriculum Censorship","Advancing",304,1,"status","MA","Northeast","New England"
"309","Massachusetts",NA,NA,"Joint hearing scheduled, 10/11/2023",304,1,"status_details_1","MA","Northeast","New England"
"310","Massachusetts",NA,NA,"Joint hearing, 07/17/2023",306,1,"status_details_1","MA","Northeast","New England"
"311","Michigan","HJR E","Other Anti-LGBTQ Bills","Advancing",308,1,"status","MI","Midwest","East North Central"
"312","Michigan",NA,NA,"First read and referred to committee, 06/14/2023",308,1,"status_details_1","MI","Midwest","East North Central"
"313","Michigan","HB 4546","School Sports Bans","Advancing",310,1,"status","MI","Midwest","East North Central"
"314","Michigan",NA,NA,"First read and referred to committee, 05/11/2023",310,1,"status_details_1","MI","Midwest","East North Central"
"315","Michigan","HB 4540","Healthcare Age Restrictions","Advancing",312,1,"status","MI","Midwest","East North Central"
"316","Michigan",NA,NA,"First read and referred to committee, 05/09/2023",312,1,"status_details_1","MI","Midwest","East North Central"
"317","Michigan","HB 4510","Other Anti-LGBTQ Bills","Advancing",314,1,"status","MI","Midwest","East North Central"
"318","Michigan",NA,NA,"First read and referred to committee, 03/09/2023",318,1,"status_details_1","MI","Midwest","East North Central"
"319","Michigan","HB 4195","School Facilities Bans","Advancing",320,1,"status","MI","Midwest","East North Central"
"320","Michigan",NA,NA,"First read and referred to committee, 03/07/2023",320,1,"status_details_1","MI","Midwest","East North Central"
"321","Michigan","HB 4075","Religious Exemptions","Advancing",322,1,"status","MI","Midwest","East North Central"
"322","Michigan",NA,NA,"Notice given to discharge committee, 03/15/2023",322,1,"status_details_1","MI","Midwest","East North Central"
"323","Michigan","HB 4539","Healthcare Age Restrictions","Advancing",324,1,"status","MI","Midwest","East North Central"
"324","Michigan",NA,NA,"First read and referred to committee, 05/09/2023",324,1,"status_details_1","MI","Midwest","East North Central"
"325","Michigan","HB 4345","Religious Exemptions","Advancing",316,1,"status","MI","Midwest","East North Central"
"326","Michigan",NA,NA,"First read and referred to committee, 04/11/2023",316,1,"status_details_1","MI","Midwest","East North Central"
"327","Michigan","HB 4257","Healthcare Age Restrictions","Advancing",318,1,"status","MI","Midwest","East North Central"
"328","Michigan",NA,"School Facilities Bans","First read and referred to committee, 05/04/2023",314,1,"status_details_1","MI","Midwest","East North Central"
"329","Minnesota","SF 3280","Healthcare Age Restrictions","Advancing",326,1,"status","MN","Midwest","West North Central"
"330","Minnesota","i",NA,"First read and referred to committee, 04/19/2023",327,1,"status","MN","Midwest","West North Central"
"331","Minnesota","HF 3264","Healthcare Age Restrictions","Advancing",328,1,"status","MN","Midwest","West North Central"
"332","Minnesota",NA,NA,"Referred to committee, 01/30/2023",332,1,"status_details_1","MN","Midwest","West North Central"
"333","Minnesota","HF 1086","School Sports Bans","Advancing",334,1,"status","MN","Midwest","West North Central"
"334","Minnesota",NA,NA,"First read and referred to committee, 01/30/2023",334,1,"status_details_1","MN","Midwest","West North Central"
"335","Minnesota","SF 724","School Sports Bans","Introduced",336,1,"status","MN","Midwest","West North Central"
"336","Minnesota",NA,NA,"First read and referred to committee, 01/25/2023",336,1,"status_details_1","MN","Midwest","West North Central"
"337","Minnesota","HF 551","School Sports Bans","Advancing",338,1,"status","MN","Midwest","West North Central"
"338","Minnesota",NA,NA,"First read and referred to committee, 01/19/2023",338,1,"status_details_1","MN","Midwest","West North Central"
"339","Minnesota","SF 3272","Healthcare Age Restrictions","Advancing",340,1,"status","MN","Midwest","West North Central"
"340","Minnesota",NA,NA,"First read and referred to committee, 04/17/2023",340,1,"status_details_1","MN","Midwest","West North Central"
"341","Minnesota","i",NA,"First read and referred to committee, 04/19/2023",329,1,"status","MN","Midwest","West North Central"
"342","Minnesota","HF 1903","Drag Bans","Advancing",330,1,"status","MN","Midwest","West North Central"
"343","Minnesota",NA,NA,"Referred to committee, 02/16/2023",330,1,"status_details_1","MN","Midwest","West North Central"
"344","Minnesota","SF 933","Drag Bans","Advancing",332,1,"status","MN","Midwest","West North Central"
"345","Minnesota",NA,"School Sports Bans","First read and referred to committee, 01/31/2023",344,1,"status_details_1","MN","Midwest","West North Central"
"346","Minnesota","HF 3022","Curriculum Censorship","Introduced",342,1,"status","MN","Midwest","West North Central"
"347","Minnesota",NA,"Forced Outing In Schools","Authors added Myers; Davis, 03/30/2023",342,1,"status_details_1","MN","Midwest","West North Central"
"348","Minnesota","SF 934","School Facilities Bans","Advancing",344,1,"status","MN","Midwest","West North Central"
"349","Mississippi","SB 2864","Healthcare Restrictions","Defeated",346,1,"status","MS","South","East South Central"
"350","Mississippi",NA,NA,"Died in committee, 01/31/2023",346,1,"status_details_1","MS","South","East South Central"
"351","Mississippi","HB 1127","Healthcare Restrictions","Defeated",348,1,"status","MS","South","East South Central"
"352","Mississippi",NA,NA,"Died in committee, 01/31/2023",348,1,"status_details_1","MS","South","East South Central"
"353","Mississippi","HB 1125","Healthcare Restrictions","Passed into Law",350,1,"status","MS","South","East South Central"
"354","Mississippi",NA,NA,"Governor signed, 02/28/2023",350,1,"status_details_1","MS","South","East South Central"
"355","Mississippi","HB 456","Healthcare Restrictions","Defeated",352,1,"status","MS","South","East South Central"
"356","Mississippi",NA,NA,"Died in committee, 01/31/2023",352,1,"status_details_1","MS","South","East South Central"
"357","Mississippi","HB 576","Healthcare Restrictions","Defeated",354,1,"status","MS","South","East South Central"
"358","Mississippi",NA,NA,"Died in committee, 01/31/2023",358,1,"status_details_1","MS","South","East South Central"
"359","Mississippi","HB 509","Restricting Student & Educator Rights","Defeated",360,1,"status","MS","South","East South Central"
"360","Mississippi",NA,NA,"Died in committee, 01/31/2023",360,1,"status_details_1","MS","South","East South Central"
"361","Mississippi","SB 2773","Restricting Student & Educator Rights","Defeated",362,1,"status","MS","South","East South Central"
"362","Mississippi","i",NA,"Died in committee, 01/31/2023",363,1,"status","MS","South","East South Central"
"363","Mississippi","HB 1144","Restricting Student & Educator Rights","Defeated",364,1,"status","MS","South","East South Central"
"364","Mississippi","i",NA,"Died in committee, 01/31/2023",365,1,"status","MS","South","East South Central"
"365","Mississippi","SB 2058","Restricting Student & Educator Rights","Defeated",366,1,"status","MS","South","East South Central"
"366","Mississippi",NA,NA,"Died in committee, 01/31/2023",366,1,"status_details_1","MS","South","East South Central"
"367","Mississippi","SB 2820","Restricting Student & Educator Rights","Defeated",368,1,"status","MS","South","East South Central"
"368","Mississippi",NA,NA,"Died in committee, 01/31/2023",368,1,"status_details_1","MS","South","East South Central"
"369","Mississippi","SB 2764","Restricting Student & Educator Rights","Defeated",370,1,"status","MS","South","East South Central"
"370","Mississippi",NA,NA,"Died in committee, 01/31/2023",370,1,"status_details_1","MS","South","East South Central"
"371","Mississippi","HB 1074","Restricting Student & Educator Rights","Defeated",372,1,"status","MS","South","East South Central"
"372","Mississippi",NA,"Other Anti-LGBTQ Bills","Died in committee, 01/31/2023",372,1,"status_details_1","MS","South","East South Central"
"373","Mississippi","HB 1489","Restricting Student & Educator Rights","Defeated",374,1,"status","MS","South","East South Central"
"374","Mississippi",NA,NA,"Died in committee, 01/31/2023",374,1,"status_details_1","MS","South","East South Central"
"375","Mississippi","HB 1476","Restricting Student & Educator Rights","Defeated",376,1,"status","MS","South","East South Central"
"376","Mississippi",NA,NA,"Died in committee, 01/31/2023",376,1,"status_details_1","MS","South","East South Central"
"377","Mississippi","HB 1480","Restricting Student & Educator Rights","Defeated",378,1,"status","MS","South","East South Central"
"378","Mississippi",NA,NA,"Died in committee, 01/31/2023",378,1,"status_details_1","MS","South","East South Central"
"379","Mississippi","HB 1124","Healthcare Restrictions","Defeated",380,1,"status","MS","South","East South Central"
"380","Mississippi",NA,NA,"Died in committee, 01/31/2023",380,1,"status_details_1","MS","South","East South Central"
"381","Mississippi","SB 2760","Healthcare Restrictions","Defeated",382,1,"status","MS","South","East South Central"
"382","Mississippi",NA,NA,"Died in committee, 01/31/2023",382,1,"status_details_1","MS","South","East South Central"
"383","Mississippi","SB 2770","Healthcare Restrictions","Defeated",384,1,"status","MS","South","East South Central"
"384","Mississippi",NA,NA,"Died in committee, 01/31/2023",384,1,"status_details_1","MS","South","East South Central"
"385","Mississippi","HB 1126","Healthcare Restrictions","Defeated",386,1,"status","MS","South","East South Central"
"386","Mississippi",NA,NA,"Died in committee, 01/31/2023",386,1,"status_details_1","MS","South","East South Central"
"387","Mississippi","HB 1258","Healthcare Restrictions","Defeated",388,1,"status","MS","South","East South Central"
"388","Mississippi",NA,NA,"Died in committee, 01/31/2023",388,1,"status_details_1","MS","South","East South Central"
"389","Mississippi","SB 2883","Healthcare Restrictions","Defeated",390,1,"status","MS","South","East South Central"
"390","Mississippi",NA,NA,"Died in committee, 01/31/2023",390,1,"status_details_1","MS","South","East South Central"
"391","Mississippi","SB 2861","Healthcare Restrictions","Defeated",392,1,"status","MS","South","East South Central"
"392","Mississippi",NA,NA,"Died in committee, 01/31/2023",392,1,"status_details_1","MS","South","East South Central"
"393","Mississippi","HB 1733","Healthcare Restrictions","Passed into Law",394,1,"status","MS","South","East South Central"
"394","Mississippi",NA,NA,"Governor signed, 03/27/2023",394,1,"status_details_1","MS","South","East South Central"
"395","Mississippi",NA,NA,"Died in committee, 01/31/2023",354,1,"status_details_1","MS","South","East South Central"
"396","Mississippi","SB 2765","Restricting Student & Educator Rights","Defeated",356,1,"status","MS","South","East South Central"
"397","Mississippi",NA,NA,"Died in committee, 01/31/2023",356,1,"status_details_1","MS","South","East South Central"
"398","Mississippi","SB 2076","Restricting Student & Educator Rights","Defeated",358,1,"status","MS","South","East South Central"
"399","Missouri","HB 419","Healthcare Restrictions","Defeated",400,1,"status","MO","Midwest","West North Central"
"400","Missouri",NA,NA,"Dead, 05/12/2023",400,1,"status_details_1","MO","Midwest","West North Central"
"401","Missouri","SB 236","Healthcare Restrictions","Defeated",402,1,"status","MO","Midwest","West North Central"
"402","Missouri",NA,NA,"Dead, 05/12/2023",402,1,"status_details_1","MO","Midwest","West North Central"
"403","Missouri","SB 164","Healthcare Restrictions","Defeated",404,1,"status","MO","Midwest","West North Central"
"404","Missouri",NA,NA,"Dead, 05/12/2023",404,1,"status_details_1","MO","Midwest","West North Central"
"405","Missouri","SB 49","Healthcare Restrictions","Passed into Law",406,1,"status","MO","Midwest","West North Central"
"406","Missouri",NA,NA,"Governor signed, 06/07/2023",406,1,"status_details_1","MO","Midwest","West North Central"
"407","Missouri","HB 192","Restricting Student & Educator Rights","Defeated",408,1,"status","MO","Midwest","West North Central"
"408","Missouri",NA,"Weakening Civil Rights Laws","Dead, 05/12/2023",408,1,"status_details_1","MO","Midwest","West North Central"
"409","Missouri","HB 489","Other Anti-LGBTQ Bills","Defeated",410,1,"status","MO","Midwest","West North Central"
"410","Missouri",NA,NA,"Dead, 05/12/2023",410,1,"status_details_1","MO","Midwest","West North Central"
"411","Missouri","SB 497","Restricting Student & Educator Rights","Defeated",412,1,"status","MO","Midwest","West North Central"
"412","Missouri",NA,NA,"Dead, 05/12/2023",412,1,"status_details_1","MO","Midwest","West North Central"
"413","Missouri","HB 732","Other Anti-LGBTQ Bills","Defeated",414,1,"status","MO","Midwest","West North Central"
"414","Missouri",NA,NA,"Dead, 05/12/2023",414,1,"status_details_1","MO","Midwest","West North Central"
"415","Missouri","SB 258","Other Anti-LGBTQ Bills","Defeated",416,1,"status","MO","Midwest","West North Central"
"416","Missouri",NA,NA,"Dead, 05/12/2023",416,1,"status_details_1","MO","Midwest","West North Central"
"417","Missouri","SB 87","Restricting Student & Educator Rights","Defeated",418,1,"status","MO","Midwest","West North Central"
"418","Missouri",NA,NA,"Dead, 05/12/2023",418,1,"status_details_1","MO","Midwest","West North Central"
"419","Missouri","SB 134","Restricting Student & Educator Rights","Defeated",420,1,"status","MO","Midwest","West North Central"
"420","Missouri",NA,NA,"Dead, 05/12/2023",420,1,"status_details_1","MO","Midwest","West North Central"
"421","Missouri","HB 494","Free Speech & Expression Bans","Defeated",422,1,"status","MO","Midwest","West North Central"
"422","Missouri",NA,NA,"Dead, 05/12/2023",422,1,"status_details_1","MO","Midwest","West North Central"
"423","Missouri","HB 498","Free Speech & Expression Bans","Defeated",424,1,"status","MO","Midwest","West North Central"
"424","Missouri",NA,NA,"Dead, 05/12/2023",424,1,"status_details_1","MO","Midwest","West North Central"
"425","Missouri","SB 429","Free Speech & Expression Bans","Defeated",426,1,"status","MO","Midwest","West North Central"
"426","Missouri",NA,NA,"Dead, 05/12/2023",426,1,"status_details_1","MO","Midwest","West North Central"
"427","Missouri","HB 916","Healthcare Restrictions","Defeated",428,1,"status","MO","Midwest","West North Central"
"428","Missouri",NA,NA,"Dead, 05/12/2023",428,1,"status_details_1","MO","Midwest","West North Central"
"429","Missouri","HB 634","Restricting Student & Educator Rights","Defeated",430,1,"status","MO","Midwest","West North Central"
"430","Missouri",NA,NA,"Dead, 05/12/2023",430,1,"status_details_1","MO","Midwest","West North Central"
"431","Missouri","SB 165","Restricting Student & Educator Rights","Defeated",432,1,"status","MO","Midwest","West North Central"
"432","Missouri",NA,NA,"Dead, 05/12/2023",432,1,"status_details_1","MO","Midwest","West North Central"
"433","Missouri","SB 39","Restricting Student & Educator Rights","Passed into Law",434,1,"status","MO","Midwest","West North Central"
"434","Missouri",NA,NA,"Governor signed, 06/07/2023",434,1,"status_details_1","MO","Midwest","West North Central"
"435","Missouri","HB 540","Healthcare Restrictions","Defeated",396,1,"status","MO","Midwest","West North Central"
"436","Missouri",NA,NA,"Dead, 05/12/2023",396,1,"status_details_1","MO","Midwest","West North Central"
"437","Missouri","HB 463","Healthcare Restrictions","Defeated",398,1,"status","MO","Midwest","West North Central"
"438","Missouri",NA,NA,"Dead, 05/12/2023",398,1,"status_details_1","MO","Midwest","West North Central"
"439","Missouri","SB 29","Restricting Student & Educator Rights","Defeated",440,1,"status","MO","Midwest","West North Central"
"440","Missouri",NA,NA,"Dead, 05/12/2023",440,1,"status_details_1","MO","Midwest","West North Central"
"441","Missouri","HB 170","Restricting Student & Educator Rights","Defeated",442,1,"status","MO","Midwest","West North Central"
"442","Missouri",NA,NA,"Dead, 05/12/2023",442,1,"status_details_1","MO","Midwest","West North Central"
"443","Missouri","SB 48","Restricting Student & Educator Rights","Defeated",444,1,"status","MO","Midwest","West North Central"
"444","Missouri",NA,NA,"Dead, 05/12/2023",444,1,"status_details_1","MO","Midwest","West North Central"
"445","Missouri","SB 2","Restricting Student & Educator Rights","Defeated",446,1,"status","MO","Midwest","West North Central"
"446","Missouri",NA,NA,"Dead, 05/12/2023",446,1,"status_details_1","MO","Midwest","West North Central"
"447","Missouri","SB 42","Restricting Student & Educator Rights","Defeated",448,1,"status","MO","Midwest","West North Central"
"448","Missouri",NA,NA,"Dead, 05/12/2023",448,1,"status_details_1","MO","Midwest","West North Central"
"449","Missouri","SB 598","Healthcare Restrictions","Defeated",450,1,"status","MO","Midwest","West North Central"
"450","Missouri",NA,NA,"Dead, 05/12/2023",450,1,"status_details_1","MO","Midwest","West North Central"
"451","Missouri","SB 390","Restricting Student & Educator Rights","Advancing",452,1,"status","MO","Midwest","West North Central"
"452","Missouri",NA,NA,"Second read and referred to committee, 03/02/2023",452,1,"status_details_1","MO","Midwest","West North Central"
"453","Missouri","HB 75","Restricting Student & Educator Rights","Defeated",454,1,"status","MO","Midwest","West North Central"
"454","Missouri",NA,NA,"Dead, 05/12/2023",454,1,"status_details_1","MO","Midwest","West North Central"
"455","Missouri","HB 1157","Weakening Civil Rights Laws","Defeated",456,1,"status","MO","Midwest","West North Central"
"456","Missouri",NA,NA,"Dead, 05/12/2023",456,1,"status_details_1","MO","Midwest","West North Central"
"457","Missouri","SB 693","Free Speech & Expression Bans","Defeated",458,1,"status","MO","Midwest","West North Central"
"458","Missouri",NA,NA,"Dead, 05/12/2023",458,1,"status_details_1","MO","Midwest","West North Central"
"459","Missouri","HB 1332","Healthcare Restrictions","Defeated",460,1,"status","MO","Midwest","West North Central"
"460","Missouri",NA,NA,"Dead, 05/12/2023",460,1,"status_details_1","MO","Midwest","West North Central"
"461","Missouri","HB 1258","Restricting Student & Educator Rights","Defeated",462,1,"status","MO","Midwest","West North Central"
"462","Missouri",NA,"Weakening Civil Rights Laws","Dead, 05/12/2023",462,1,"status_details_1","MO","Midwest","West North Central"
"463","Missouri","HB 1333","Other Anti-LGBTQ Bills","Defeated",464,1,"status","MO","Midwest","West North Central"
"464","Missouri",NA,NA,"Dead, 05/12/2023",464,1,"status_details_1","MO","Midwest","West North Central"
"465","Missouri","HB 2","Other Anti-LGBTQ Bills","Defeated",466,1,"status","MO","Midwest","West North Central"
"466","Missouri",NA,NA,"Dead, 05/12/2023",466,1,"status_details_1","MO","Midwest","West North Central"
"467","Missouri","HB 3","Other Anti-LGBTQ Bills","Defeated",468,1,"status","MO","Midwest","West North Central"
"468","Missouri",NA,NA,"Dead, 05/12/2023",468,1,"status_details_1","MO","Midwest","West North Central"
"469","Missouri","HB 4","Other Anti-LGBTQ Bills","Defeated",470,1,"status","MO","Midwest","West North Central"
"470","Missouri",NA,NA,"Dead, 05/12/2023",470,1,"status_details_1","MO","Midwest","West North Central"
"471","Missouri","HB 5","Other Anti-LGBTQ Bills","Defeated",472,1,"status","MO","Midwest","West North Central"
"472","Missouri",NA,NA,"Dead, 05/12/2023",472,1,"status_details_1","MO","Midwest","West North Central"
"473","Missouri","HB 6","Other Anti-LGBTQ Bills","Defeated",474,1,"status","MO","Midwest","West North Central"
"474","Missouri",NA,NA,"Dead, 05/12/2023",474,1,"status_details_1","MO","Midwest","West North Central"
"475","Missouri","HB 337","Restricting Student & Educator Rights","Defeated",436,1,"status","MO","Midwest","West North Central"
"476","Missouri",NA,NA,"Dead, 05/12/2023",436,1,"status_details_1","MO","Midwest","West North Central"
"477","Missouri","HB 183","Restricting Student & Educator Rights","Defeated",438,1,"status","MO","Midwest","West North Central"
"478","Missouri",NA,NA,"Dead, 05/12/2023",438,1,"status_details_1","MO","Midwest","West North Central"
"479","Missouri","HB 9","Other Anti-LGBTQ Bills","Defeated",480,1,"status","MO","Midwest","West North Central"
"480","Missouri",NA,NA,"Dead, 05/12/2023",480,1,"status_details_1","MO","Midwest","West North Central"
"481","Missouri","HB 10","Other Anti-LGBTQ Bills","Defeated",482,1,"status","MO","Midwest","West North Central"
"482","Missouri",NA,NA,"Dead, 05/12/2023",482,1,"status_details_1","MO","Midwest","West North Central"
"483","Missouri","HB 11","Other Anti-LGBTQ Bills","Advancing",484,1,"status","MO","Midwest","West North Central"
"484","Missouri",NA,NA,"Passed House; Passed Senate; House adopted Conference Committee report, third read and passed, 05/05/2023",484,1,"status_details_1","MO","Midwest","West North Central"
"485","Missouri","HB 12","Other Anti-LGBTQ Bills","Advancing",486,1,"status","MO","Midwest","West North Central"
"486","Missouri",NA,NA,"Passed House; Passed Senate; House adopted Conference Committee report, third read and passed, 05/05/2023",486,1,"status_details_1","MO","Midwest","West North Central"
"487","Missouri","HB 13","Other Anti-LGBTQ Bills","Defeated",488,1,"status","MO","Midwest","West North Central"
"488","Missouri",NA,NA,"Dead, 05/12/2023",488,1,"status_details_1","MO","Midwest","West North Central"
"489","Missouri","HB 15","Other Anti-LGBTQ Bills","Advancing",490,1,"status","MO","Midwest","West North Central"
"490","Missouri",NA,NA,"Vetoed in part by Governor, 05/15/2023",490,1,"status_details_1","MO","Midwest","West North Central"
"491","Missouri",NA,NA,"Dead, 05/12/2023",476,1,"status_details_1","MO","Midwest","West North Central"
"492","Missouri","HB 8","Other Anti-LGBTQ Bills","Defeated",478,1,"status","MO","Midwest","West North Central"
"493","Missouri",NA,NA,"Dead, 05/12/2023",478,1,"status_details_1","MO","Midwest","West North Central"
"494","Missouri","HB 7","Other Anti-LGBTQ Bills","Defeated",476,1,"status","MO","Midwest","West North Central"
"495","Montana",NA,NA," IN COURT",492,1,"status_details_3","MT","West","Mountain"
"496","Montana",NA,NA,"Governor signed, 04/28/2023",496,1,"status_details_1","MT","West","Mountain"
"497","Montana",NA,NA,"View case info",496,1,"status_details_2","MT","West","Mountain"
"498","Montana",NA,NA," IN COURT",496,1,"status_details_3","MT","West","Mountain"
"499","Montana","SB 99","Healthcare Restrictions","Passed into Law",496,1,"status","MT","West","Mountain"
"500","Montana",NA,NA,"Governor signed, 05/03/2023",500,1,"status_details_1","MT","West","Mountain"
"501","Montana","SB 337","Restricting Student & Educator Rights","Defeated",502,1,"status","MT","West","Mountain"
"502","Montana",NA,NA,"Missed deadline for general bill transmittal, 03/13/2023",502,1,"status_details_1","MT","West","Mountain"
"503","Montana","HB 303","Weakening Civil Rights Laws","Passed into Law",500,1,"status","MT","West","Mountain"
"504","Montana","HB 359","Free Speech & Expression Bans","Passed into Law",492,1,"status","MT","West","Mountain"
"505","Montana",NA,NA,"Governor signed, 05/22/2023",492,1,"status_details_1","MT","West","Mountain"
"506","Montana",NA,NA,"View case info",492,1,"status_details_2","MT","West","Mountain"
"507","Montana","HB 837","Restricting Student & Educator Rights","Defeated",508,1,"status","MT","West","Mountain"
"508","Montana",NA,NA,"Missed transmittal deadline, 04/06/2023",508,1,"status_details_1","MT","West","Mountain"
"509","Montana","SB 518","Restricting Student & Educator Rights","Passed into Law",510,1,"status","MT","West","Mountain"
"510","Montana",NA,NA,"Governor signed, 05/19/2023",510,1,"status_details_1","MT","West","Mountain"
"511","Montana",NA,NA,"Governor signed, 05/19/2023",506,1,"status_details_1","MT","West","Mountain"
"512","Montana","SB 413","Restricting Student & Educator Rights","Defeated",504,1,"status","MT","West","Mountain"
"513","Montana",NA,NA,"Missed deadline for general bill transmittal, 03/13/2023",504,1,"status_details_1","MT","West","Mountain"
"514","Montana","SB 458","Other Anti-LGBTQ Bills","Passed into Law",506,1,"status","MT","West","Mountain"
"515","Nebraska","LB 574","Healthcare Restrictions","Passed into Law",512,1,"status","NE","Midwest","West North Central"
"516","Nebraska",NA,NA,"Governor signed, 05/22/2023",512,1,"status_details_1","NE","Midwest","West North Central"
"517","Nebraska",NA,NA,"View case info",512,1,"status_details_2","NE","Midwest","West North Central"
"518","Nebraska",NA,NA," IN COURT",512,1,"status_details_3","NE","Midwest","West North Central"
"519","Nebraska","LB 810","Religious Exemptions","Introduced",516,1,"status","NE","Midwest","West North Central"
"520","Nebraska",NA,"School Sports Bans","Carried over, 01/03/2024",520,1,"status_details_1","NE","Midwest","West North Central"
"521","Nebraska","LB 575","School Facilities Bans","Introduced",520,1,"status","NE","Midwest","West North Central"
"522","Nebraska",NA,NA,"Carried over, 01/03/2024",516,1,"status_details_1","NE","Midwest","West North Central"
"523","Nebraska","LB 371","Drag Bans","Introduced",518,1,"status","NE","Midwest","West North Central"
"524","Nebraska",NA,NA,"Carried over, 01/03/2024",518,1,"status_details_1","NE","Midwest","West North Central"
"525","Nevada","SB 288","Other Anti-LGBTQ Bills","Defeated",522,1,"status","NV","West","Mountain"
"526","Nevada",NA,NA,"No further action allowed, 04/15/2023",522,1,"status_details_1","NV","West","Mountain"
"527","Nevada","AB 374","Restricting Student & Educator Rights","Defeated",524,1,"status","NV","West","Mountain"
"528","Nevada",NA,NA,"No further action allowed, 04/15/2023",524,1,"status_details_1","NV","West","Mountain"
"529","New Hampshire","HB 619","Curriculum Censorship","Advancing",526,1,"status","NH","Northeast","New England"
"530","New Hampshire",NA,"Healthcare Age Restrictions","Reported favorably by committee, 01/04/2024",526,1,"status_details_1","NH","Northeast","New England"
"531","New Hampshire",NA,"School Facilities Bans",NA,526,1,"status_details_2","NH","Northeast","New England"
